name,total_m,segments_count,street_count
M. Benku,3934.243603270295,24,11
Svätý Ján,3917.233716379446,11,2
Záhorácka,3916.222549882715,33,5
Gäceľská cesta,3910.565482954435,8,1
Bátovská cesta,3907.1121551848723,21,1
Žriedlová dolina,3902.324939481207,7,1
Chorvátska,3897.4567955137773,17,5
Požehov,3870.695849403474,1,1
Čulenova,3854.174523074458,35,8
S. Chalupku,3854.0196583344996,25,9
4. apríla,3848.575670737364,29,5
Mikovíniho,3847.5829402600098,30,6
Bulharská,3836.6387125091555,37,8
Vyšná Chorepa,3832.833879603449,4,1
Podpláštska aleja,3828.3551361004857,2,1
Hôrky,3823.737191447046,14,6
Jána Švermu,3823.3893003767976,21,8
Kraskova,3813.9994823259726,38,11
Lichardova,3813.297782315535,15,9
Starý most,3809.0752622475893,11,2
Betliarska,3798.7735922195634,40,3
Belohříbkov chodník,3787.1803132434943,3,2
Hajnošová,3784.5329819440717,7,1
Ľavobrežná,3771.1756824374065,20,1
Zemplínska,3756.5661854576256,19,7
Rajecká cesta,3745.8708657622196,25,2
Jarocká,3739.2687187250503,13,2
Zlatá,3738.0464381881616,21,7
Pri hrádzi,3720.9412634340697,28,7
Jána Kollára,3718.215949327471,28,8
Vyhnianska,3714.5175240517387,15,1
Exnárova,3709.336670228176,38,4
Hajošov chodník,3709.0381092720036,5,2
Ďumbierska,3696.1997549990633,26,6
Okruhliak,3694.95301337985,2,1
Závoz,3690.958357227459,14,6
Predmierska cesta,3688.30356684568,7,1
Gorazdova,3688.013101564623,22,10
Rákóczi Ferenc utca,3682.9004874048806,5,5
Opatovská cesta,3681.3521404339367,16,2
L. Svobodu,3681.038369968686,17,6
P. J. Šafárika,3674.701469772323,17,9
Spojná,3672.3982021153274,23,16
Americká trieda,3665.700668658712,51,1
Kaplnská,3655.3284452640205,7,3
Poriečie,3646.2973297838994,13,1
Topoľnianska cesta,3645.9127543372647,2,1
Slovnaftská,3644.2392176623935,50,1
Konský dol,3635.845642837056,3,1
Polovnicky chodnik,3634.3707993528587,6,6
Belá,3628.8935399597813,9,2
Spodná,3628.0402224444465,14,5
Nový Dvor,3622.40495645417,13,7
Tyršova,3615.3069554915637,27,6
Sv. Anny,3612.4536470007615,18,7
Hnilecká,3607.8910553250557,13,3
Marka Čulena,3605.904112337588,20,5
Nábrežie mládeže,3603.8236427711545,15,1
Vrbovská,3599.7080387496576,17,4
Triblavinská,3597.095497794027,15,2
Odbojárska,3595.917607214367,25,7
Spojovacia,3587.885345943384,21,15
Strážnická,3587.260826718426,18,3
Petőfi Sándor utca,3586.2993187346833,11,7
Medená,3578.6926847534523,21,7
Romantyčka,3577.7732396354713,5,1
Lučenská,3577.6625359135087,28,2
Balkánska,3571.308649928727,16,1
Myslenická,3569.4518873917896,38,1
Pri kaštieli,3561.2902033719183,25,9
Juraja Holčeka,3547.9712237871545,14,4
Potôčky,3546.6619456379226,27,6
Požiarna cesta Blajzloch,3546.168429539226,2,1
Strojárska,3542.5312788269457,24,6
Zápotočná,3538.4880004898973,20,6
Vsetínska,3535.9928427582363,23,2
Dolinská,3535.914009583581,20,7
Na Sihoti,3534.4162447219014,27,5
Kubrická,3532.0564908416136,33,3
Trenčianska cesta,3530.749299246687,26,1
Jána Vojtaššáka,3522.645975099443,22,4
Knižkova dolina,3518.5918373430004,9,1
Líščie údolie,3516.8684908866594,19,1
Kopčianska,3515.710751806716,30,1
Pri jazere,3514.343779755128,21,8
Koncová,3514.005591891699,13,6
Poloniny trail - Vlk,3512.3967101333574,21,1
Borová,3503.857403849202,35,9
Textilná,3496.2735217292516,29,7
Štiavnička,3491.7485927146563,8,2
Grunt,3478.9966902233664,11,1
Vlkanovská,3476.5487354870997,26,2
Kapitána Nálepku,3470.750803425999,13,9
Šenkvická cesta,3467.6710594603023,19,1
Súľovská,3460.313040225244,20,6
"Skialp Trasa ""C""",3455.512618811878,6,1
Mariánske námestie,3447.705093175992,62,10
Chodnik Liptovske Mury,3447.59384918205,1,1
Turecký rad,3446.8244562245977,49,1
Predmestie,3446.2757956638434,38,3
Nevoľné,3444.8058393989013,16,1
Suvorovova,3443.7906599020753,15,5
Zdravotnícka,3443.278221640821,19,13
Orechový rad,3440.812866625051,12,9
Hroznová,3437.3247535990135,26,12
Nerudova,3436.927937923523,33,10
J. Bottu,3435.250448278473,17,9
Záborského,3430.8909432349387,18,11
Kúria,3424.076394975603,14,4
Žižkova,3418.399568543256,29,4
Bagarova,3418.3392167975726,16,6
Vojenská,3417.5697370013854,24,4
Rusínska,3405.9777527629235,24,2
Matičná,3401.155898102624,12,8
Cesta do Hanisky,3400.8967609329634,3,1
J. Murgaša,3400.26341299288,20,4
Čierne blato,3392.710554319774,11,3
Česká,3390.00639738942,15,9
Pri potoku,3383.7811834564063,19,11
Koňhorská,3377.17616813123,16,2
Stupavská,3376.1153617311948,11,5
Revišné,3375.885472979942,7,1
Konečná,3374.3764703513734,19,12
Bardejovská zábava,3372.6668037299987,6,1
Čajkovského,3362.5001278467275,22,8
Štítnická,3360.891277786774,31,2
Cemjata,3351.3146333165982,16,1
Strmý vŕšok,3348.56908509698,15,1
Ťačevská,3343.5765184081392,18,1
Snežienková,3343.1568943236703,23,12
Lesná dialnica,3342.890934167845,3,1
Jašíkova,3340.726703711144,23,4
Čótfa,3331.3575126876935,3,1
Staviteľská,3329.595847916206,7,1
E. M. Šoltésovej,3324.2235400723957,21,8
J. Kalinčiaka,3319.766734666314,12,7
Bronzová,3316.7199885409173,22,7
Za potokom,3311.658501089622,14,10
Kossuth Lajos út,3310.896832210604,3,2
Kultúrna,3310.582125406326,18,9
Duklianskych hrdinov,3307.0680285929975,29,3
Drahová,3304.4598689624354,12,1
Martinovka,3301.987517581262,5,1
A. Dubčeka,3292.285290798951,24,7
J. R. Poničana,3292.117865699949,18,1
Trhová,3291.095145011718,15,11
Uľanská cesta,3283.1611057988653,29,3
Vápenka,3276.5560665181138,17,3
Novomestská,3267.2821157398157,18,5
Pri rybníku,3266.630763172549,9,5
Magurská,3250.3857287791134,17,8
Briežky,3245.3399242795226,5,2
J. C. Hronského,3232.0749461279506,18,9
Drozdia,3226.476481114234,15,8
Kráľovská cesta,3221.0577745253813,14,3
Rybnická,3215.860323769392,11,1
"ścieżka przyrodnicza ""Łopata Polska""",3212.894395434283,3,1
Stropkovská,3209.948886341691,20,3
A. H. Škultétyho,3207.486608296831,21,3
Gogoľova,3206.8225359885896,19,7
Kalinovská,3206.6446363466675,15,2
Jazmínová,3202.786704016376,18,14
Dargovská,3193.6931004101752,17,7
Námestie osloboditeľov,3190.495224312624,34,4
Štefánikova trieda,3187.53511642433,40,1
Maštinec,3186.6992484818766,9,1
Zemianska,3185.8723310776545,14,7
Hrádza,3182.8846792744876,14,4
Skladná,3180.5572649623828,16,7
Marcheggská cesta,3178.1231836655097,6,3
Kamenica,3170.602407287256,7,3
Letecká,3165.7927505336565,18,7
Hraničiarska,3162.645583461856,24,2
Vyše Mesta,3156.103584518609,7,1
Šulekova,3155.465211482823,16,5
Zámočnícka,3147.2813343021276,16,10
Soblahovská,3145.4552999463644,29,1
Prístavný most,3138.330197530525,6,1
Lipovo,3137.195917100153,4,1
Kamenecká,3135.2800492222204,12,4
Matuškova,3131.147766366186,18,6
Pod vodojemom,3127.3543794190236,12,5
Pod lipami,3125.95934030385,21,10
Obchoditá,3122.9270414969287,3,1
Zadná,3121.5895188439267,14,10
Tematínska,3119.1625444781166,13,3
Bažantia,3118.336839580932,18,10
Ku kyselke,3118.2467393067145,12,4
Adamov,3113.9787995694305,13,1
Petecká Hora,3110.7988531708415,6,1
Vŕšok,3109.675173339567,23,6
Holokamenská cesta,3108.104485186154,2,1
Juraja Fándlyho,3097.5795405863587,17,8
Bórovie,3097.5767309486328,4,2
Antolská,3097.2694701955047,27,2
Osadná,3095.6697877976108,9,5
Pod Rakytami,3094.850290754658,2,1
Kremnická,3092.071054414003,18,6
Vladimíra Clementisa,3086.006164153814,39,4
Hrádok,3085.806416001564,7,3
Šalviová,3085.465523753589,21,13
Hattalova,3078.3869105159165,19,7
Šalianska,3077.7217205990873,13,2
Záhradky,3077.7076905640984,18,7
Petrovska draha,3077.1541624230513,1,1
Vlkovo,3065.5876161448296,6,1
Závodská cesta,3064.2451052642823,14,3
Ľadovo,3059.6278818826613,5,2
Štóska,3056.632652642774,20,1
Belianska dedičná štôlňa,3050.9048686902784,1,1
Trieda KVP,3049.411356356289,36,1
Československých tankistov,3049.195663602851,21,1
Azalková,3040.323355796048,18,9
Prostredná,3036.6584097802374,14,5
Na kolečkovú,3032.376446788763,1,1
Pri kríži,3031.830293110304,18,7
Šebastovská,3025.172924517899,13,4
Sobôtka,3020.0659443187737,18,1
Nová Ves,3018.7490491007,15,2
Na letisko,3017.029501732086,9,1
Močarianska,3014.1442248050425,16,1
Dobranská,3010.555875442641,12,3
Centrum II.,3007.8237149434262,32,2
Hájky,3007.646948482029,8,1
Záhradkárska,3000.5507239221747,19,10
Trhovisko,2999.985457108225,21,3
Závadská,2995.76200022933,15,3
Hlohovská cesta,2994.1322143704265,17,2
Kostolné námestie,2994.115808942603,29,8
Dlhá lúka,2989.6836661499274,10,1
Rákócziho,2989.343262548287,21,4
Pod cintorínom,2987.5927565214793,13,7
Paučica,2986.0246294955223,2,2
Ekoosada,2983.019854257062,13,1
Na Lúč,2982.260460746173,3,1
Ladislava Novomeského,2976.251657020152,25,5
Investička,2975.998393950261,6,1
Šibeničný vrch,2975.0031710682115,8,3
Kremnička,2974.669933136183,17,2
K letisku,2973.285741707094,10,3
Pekárska,2971.457035421234,22,11
Mederlyho cesta,2968.0836672557525,12,1
Dedinská,2965.364010589542,18,5
Vojenské,2960.793827729952,19,3
Ludvíka Svobodu,2959.9383210223186,26,3
Budatínska,2950.320321854201,25,3
Bardejovské kúpele,2950.1155851423528,13,1
Krivánska cesta,2943.4129123212538,3,1
Králická,2942.8086749695194,13,1
Pltisko,2940.882756934393,4,1
Krakovská,2939.9606650195306,13,4
Hetešov kiar,2939.2830113048385,6,2
Opletalova,2938.6476177016666,22,2
F. Hečku,2937.95412872252,15,6
Most cez Vážsku vodnú nádrž Hričov,2930.5059310053616,6,1
Turecká,2928.220197438631,25,7
Strážovská,2925.0122124632553,16,8
Krumľovská cesta,2922.4910960683646,2,1
Boroviny-Krvavník,2922.245855756841,8,1
Podsadek,2920.0064469495082,11,1
Žltá,2919.354519660679,21,5
Timravy,2918.7277094174897,19,6
Slovenské cechy,2918.015264458072,13,1
Jána Pavla II.,2916.1369296438347,23,6
Námestie republiky,2914.192574281961,28,4
Pltnícka,2912.9659897443157,13,6
Za kaštieľom,2906.339620166342,17,10
Hencovská,2903.7504973055766,6,1
Rovinka,2901.5283135750274,2,1
Piliarska,2890.138556482436,8,2
Pestovateľská,2888.3711954783594,11,4
Bosákova,2887.82244828301,36,2
Novohradská,2887.473832292017,28,4
Graniczna,2885.0681905278343,10,2
Bellova,2883.7871811793257,17,6
Iliašska cesta,2882.385025746372,19,1
Na brehu,2875.4581719444177,16,8
Hontianska,2875.178660833401,11,5
Šúdolská,2874.6614067928026,9,1
K ihrisku,2874.21724635187,10,7
Trzycatek,2872.9231787911876,12,3
Košiarny briežok,2870.1108197810713,9,1
Lúky,2868.947453480537,10,7
Priehrada,2867.8397449888034,15,6
Medzi Vodami,2863.4466284974123,11,1
Mukačevská,2862.4699264221217,27,1
S. H. Vajanského,2860.421739948509,19,3
Bobrovecký závoz,2859.513742379235,3,1
Drevárska,2856.207791828369,16,6
Piesočná,2852.6013359755543,16,7
Pod Tepličkou,2850.422134693031,13,1
Pienińska,2847.553362186026,4,1
Jastrabia,2846.5176822243952,20,8
Na stráni,2843.3466391162483,12,5
Vranovská cesta,2839.6974828102852,13,1
Za Kalváriou,2838.969387143753,34,1
Továrenská cesta,2837.61542908849,18,2
Veľká okružná,2836.378697750023,29,2
Alej Jána Pavla II.,2834.9339341125424,19,2
Petzvalova,2832.4099086538263,19,6
Jasovská,2830.077870445316,11,2
Vinice,2829.8381529278263,5,2
Záhrbská,2827.052702755542,7,1
Medzihorie,2822.5541692238476,6,1
Levická cesta,2822.24063223608,5,3
Vyšnokubínska,2820.01913898445,11,1
K. Mikszátha,2819.89785578475,16,5
D. Jurkoviča,2814.713668155934,17,3
Krivošťanská,2812.3658889164817,8,1
Abovská,2808.793813722546,7,3
Sokolovská,2807.654657562379,15,8
Kpt. J. Nálepku,2803.1562805184267,29,1
Javorinská,2802.725475790624,15,6
Hornočepeňská,2801.2133693026863,7,1
Sídl. Lúky,2790.522794506758,18,1
Dostojevského,2788.4058473379414,17,7
Tunel Sitina,2786.2377290740783,2,1
Boženy Nemcovej,2777.5744825048287,18,7
Starohorská,2773.901687452825,12,3
Lazy,2773.364264696701,11,4
Hámor,2772.906785074839,14,4
Madáchová,2771.086465091567,10,1
Priekopa,2768.1665814718954,12,2
Urbánkova,2766.9803606953,19,8
Bieranka,2765.469358680937,3,1
Rusovská cesta,2763.490977764148,51,1
Prírodná,2763.08955565618,6,2
Čsl. Armády,2757.8680038910093,12,4
Mestský majer,2752.105771379049,12,1
Fatranská cesta,2751.863154775349,10,1
Holcov Majer,2751.2858811912597,7,2
Nový Svet,2747.0852140970073,13,2
Iliavčanská dolina,2746.931278419775,4,1
Nižniansky mlyn,2740.6731271679664,3,1
Nimnická cesta,2740.442370123924,21,1
Perecká,2740.1039272592984,21,1
Koháryho,2738.3821334539716,29,1
Medzevská,2737.534613732519,4,2
Malkovská,2736.817183311601,13,1
Janka Jesenského,2734.177021525851,11,8
Jula Horvátha,2730.692147688472,23,1
Mikszáthova,2730.1243455867825,8,6
Novojelčanská,2729.5293072109394,9,1
Červená veža,2728.562542486332,4,1
Slnečné stráne,2728.0134559955472,12,1
Malý rad,2725.608222560883,13,5
Štrkovec,2723.1160426691317,7,2
Sovietskej armády,2721.1001934009396,15,5
Volská prť,2717.7136105069603,7,1
Osiková,2714.2370913878626,24,8
Bučinová,2714.179512589139,14,2
Bojnická cesta,2714.1071197431374,31,3
Šúrska,2712.579744650695,17,5
Nová osada,2711.375023959024,9,4
Istebnícka,2710.8693063921437,27,1
Detvianska,2709.97991137211,17,6
Čemernianska,2705.4559563211124,11,2
Fábryho,2702.738022757341,14,4
Majer,2702.5477968835776,13,10
Rybníky,2702.5133993258205,11,6
Košariská,2701.893147360697,8,1
Sport utca,2701.1222165323534,10,4
Pod Hrádkom,2700.8099961352473,15,4
Hydinárska,2691.3259485785065,15,3
Želiarska,2683.4371779344733,14,7
Dolný lesnícky chodník,2682.2593423198928,1,1
Krčméryho,2680.698212877553,18,7
Mederčská,2679.955834749569,28,1
Kadnárova,2678.229692523852,31,1
Za štadiónom,2677.0941362640697,14,4
Vinárska,2671.220243527976,21,7
Salajka,2670.881587413777,4,2
Pod Stráňami,2670.071206625947,11,2
Kučišdorfská dolina,2669.956793384865,7,1
Turzovská,2668.0112566249045,14,1
Na vyhliadke,2663.5089102390866,21,7
Minárčiných,2662.058047712568,12,1
Námestie sv. Michala,2659.599801389725,47,5
Kyjevská,2657.7913872642152,20,6
Námestie M. R. Štefánika,2657.7704883490856,27,8
Ružová dolina,2656.5348607740693,17,3
Centrum I.,2654.848806695331,16,2
Novosadská,2652.0987791047155,10,4
Hornozoborská,2651.675162326052,18,1
Štiavnická,2651.301148583344,8,7
J. Hanulu,2650.593491247312,5,3
Svätého Štefana,2650.22289062549,13,3
Do Doliny,2648.9160991435256,12,2
Zvonárska,2645.0487773826258,15,6
Chrenovská,2644.753574006965,35,1
Ľudovíta Stárka,2642.160060945702,10,1
Cesta na Kamzík,2641.1609114821586,12,2
Brusnicová,2639.996520795125,13,5
Podhradská,2639.615424825738,15,5
Na výhone,2634.7322778402076,8,3
Malachovská cesta,2633.3243379194964,30,1
Singláč Pod Holíšom,2632.681485318332,1,1
Mandľová,2629.579581536064,21,4
Za parkom,2623.893926581076,11,5
Pod Brehom,2623.8501947313853,13,5
Briač,2622.7854956464334,9,1
Kvačalova,2619.2142527939063,21,2
Hájová,2615.7080056803306,16,9
Stakčínska,2614.7248825838687,10,1
Horné Orechové,2614.309304190852,8,1
Lietajova cesta,2611.7220723254013,6,1
Pod Táborom,2609.9819657961953,15,2
Karadžičova,2604.332549825051,41,1
Teslova,2602.622299283965,9,3
Krtíšska,2592.438044416912,9,3
Pod Stráňou,2591.0654445334026,11,6
Fľaková,2590.1119590620387,5,1
Na Straník,2589.2755206011802,7,3
Slanická osada,2587.8692731541137,6,1
Veľkoúľanská,2585.867251060261,14,1
Zvončeková,2585.1727668911662,12,8
Pokroku,2584.6579218596976,13,7
Hlinenská cesta,2584.313015347134,8,1
Nižné Kapustníky,2583.399292590936,22,2
Novoviesska cesta,2578.1144514716334,4,1
Hrabová,2576.234616039759,14,13
Pod Skalkou,2574.525115546792,21,8
Krásnohorská,2570.626010883343,20,4
Pod kostolom,2564.5269220287464,15,7
J. M. Hurbana,2560.973400786345,13,6
Forráš,2560.862544961896,2,1
Brestová,2560.2091343092247,17,10
Cisársko,2559.8586291428783,2,2
Na lúkach,2557.192484883574,11,5
Banisko,2554.9968982629616,12,1
Zápotockého,2554.6738144506594,14,5
Hôrka,2553.594452578151,9,5
Strážska cesta,2552.823876152444,35,1
Mladý háj,2551.784148815773,2,2
Cesta na Ronku,2551.1678770448107,5,1
Májového povstania českého ľudu,2545.7053442420447,26,2
Kapitulská,2544.878781200538,15,8
Čáčovská cesta,2544.411226976038,17,1
Sady,2543.509431576697,10,3
Sobranecká cesta,2537.249207839575,24,2
Koceľova,2531.8854494657858,16,9
Koperníkova,2530.4957855970006,9,4
Šváb,2529.9146820919286,5,1
Vývojová,2526.972323053322,7,1
Dvojkrížna,2523.8501136264576,26,1
Darmovise,2522.0728392208844,8,1
Líška,2517.2623663074182,2,1
Rudohorská,2516.8453614910386,14,1
Veľkodunajské nábr.,2513.923340790029,6,2
Čučmianska dlhá,2512.185415653912,12,1
Karvaša a Bláhovca,2509.773783607634,2,1
Elektrárenská cesta,2507.485428651776,6,1
Dvorská cesta,2506.137976847757,20,1
Radničné námestie,2502.765774237405,35,9
Jasenovská,2497.8931763696028,13,1
Prvá,2496.231067611114,11,8
Do Gáborovho sedla,2494.7792662174325,2,1
Humenská,2493.0666419219915,10,2
do Račkovho sedla,2492.6306139177627,1,1
Naftárska,2491.034302032544,4,1
Kopaničná,2490.339263323768,11,3
Fintická,2487.8011144453426,12,2
Alexyho,2486.6029059498173,18,6
Zlaté piesky,2485.978151538066,11,3
Sov. Hrdinov,2485.616512534846,12,1
Vojtaššákova,2480.72357224848,10,2
Starinská,2478.9156558601157,7,2
Sninská,2475.9117110972747,12,3
Cesta k nemocnici,2475.4469070454725,26,1
вулиця Іштвана Добо,2474.960112603369,3,2
Ľaliová,2474.154378551066,19,10
Lemešianska,2474.040964477938,10,1
Kračanská cesta,2469.120524531982,12,2
Stará Vajnorská,2464.1677917749,8,1
Baničova,2463.0284250818013,24,7
Kolárovská cesta,2462.3189496282394,10,1
Štiavnická cesta,2461.9478870707,10,2
Ukrajinská,2459.092540590375,12,3
Krompašská,2458.922171410255,7,4
Pánska,2456.423179268306,11,3
I. Madácha,2454.489503397204,10,6
Ipeľská,2452.534833394398,13,7
Električná,2448.0402899590235,29,1
Závozná cesta,2446.2568119961657,2,2
28. októbra,2440.5208868868867,8,5
Pútnická,2438.7278422693776,12,3
Lány,2433.8053677375237,10,4
Námestie mieru,2431.6579760558266,28,9
Krušovská,2429.4262445630616,17,1
Rampová,2428.771040985077,11,2
Lazná,2428.0319405286377,10,3
Majakovského,2427.257573681447,16,8
Rákoš,2422.835720220976,24,2
Kútovská cesta,2420.718219391616,6,1
Lipový rad,2417.801440987423,4,4
Rubínová,2415.42364109632,16,10
Benkova,2415.1586909653606,18,8
Ždiarska,2408.6564590827506,12,5
Olešnianská cesta,2407.1300007234863,1,1
Bytčická,2403.4087478555725,6,1
Odorínska cesta,2403.3841661482866,8,2
Internátna,2402.338878755287,19,1
Sokolia,2401.7404968434557,12,5
Dolnočermánska,2401.452002590339,23,1
Bešeňovská cesta,2400.077837323078,3,2
Mičinská cesta,2399.398348392426,15,1
Kolkáreň,2399.065664183193,15,1
Kalvárska,2397.9751294620555,13,5
Martina Kollára,2393.354508810771,12,1
Cesta boľavých nožičiek,2391.7390929587723,1,1
Poloma,2390.5107998126923,2,1
Royova,2384.623756275812,13,6
Druhá,2377.743191336958,8,6
Domky,2375.6855760206945,15,3
Domašská,2375.31772583947,10,4
Jovická,2374.6299161974257,14,2
Na doline,2373.9714259849507,12,6
M. M. Hodžu,2372.5751308818394,18,7
Tehliarska,2370.338872031645,11,6
Fiľakovská cesta,2370.111720377956,18,2
Krajinská,2366.247448744163,20,2
