name
059008-12
Dubáková
Dubenec
Dubičie
Dubíkova
Dubina
Dubinky
Dubinská
Dubiny
Dubná Skala
Dubnica
"Dubnica nad Váhom, SPŠ"
Dubnická
Dubník
Dubová
Dubová cesta
Dubovecká
Dubovická roveň
Dubovská
Dubovská ulica
Dubovského
Dubový vŕšok
Dúbrava
Dúbravca
Dúbravčická
Dúbravka
Dúbravská
Dúbravská cesta
Dúbravy
Dubská cesta
Duchnovičova
Duchnovičovo námestie
Ducovská
Dudkovská
Dudova
Dudvážska
Dúhová
Dujava
Dujavská
Dukel. hrdinov
Dukelská
Dukelská štvrť
Dukelských hrdinov
Dukelských Hrdinov
Duk. hrdinov
Duklianska
Duklianskych hrdinov
Duklianskych Hrdinov
Dulová
Dulovce
Dulovo námestie
Dulovská cesta
Ďumbierska
Duna dűlő
Dunajská
Dunajská cesta
Dunajského
Dunajské nábrežie
Dunajskostredská
Dunajský rad
Dunaremetei híd - sorjási bukó
Duna sor
Dunasor út
Dunasor utca
Duna út
Duna utca
Ďuranova
Ďurčanského
Ďurgalova
Durhamská
Ďurička
Ďuríčkovej
Ďuriháj
Ďurinkova
Ďurka Langsfelda
Ďurková
Ďurkovka
Ďurkovská
Ďurová
Ďurovka
Durst
Dušana Pálku
Dušianická
Duslianska
Dušnica
Dúžavská cesta
Dvanásta
Dve veže
D. Virgoviča
Dvojkrížna
Dvojrad
Dvořákovo nábrežie
Dvor Balpataky
Dvor Berek
Dvor Bibic
Dvorčanská
Dvorecká
Dvor Garažd
Dvoriská
Dvorkinova
Dvorná
Dvorská
Dvorská cesta
Dvor Terezov
Dvory
Dymácka I.
Dymácka II.
Džbankáreň
Džbankárska
Džbánkarska
Dzikov
Dzúrová
E. Adyho
E. Belluša
E. B. Lukáča
EcoPoint
Edelényska
Edisonova
Edmunda Petra Bardoša
Eduarda Balla
Eduarda Gašinca
Eduarda Nécseya
Eduarda Penkalu
Eduarda Wenzla
Éger út
Egreš
Egrešová
Egrešská
E. Hroboňovej
Einsteinova
Eisnerova
Ekoosada
Elektrárenská
Elektrárenská cesta
Električná
Eleny Lackovej
Eleonóra štôlňa
Eliáša Lániho
Elveš
E. Makovického
Emanuela Fila
Emericiho nárek
Emila Janotku
Emila Pauloviča
Emila Skákalu
Emilova zákruta
Energetikov
Engelsova
Eötvösova
Eötvösova cesta
Epreskert utca
E. Putru
Erbová
Erečská cesta
Ernesta Ottu
