name,total_m,segments_count
Vimberská,247.7545618436889,1
K mlynu,247.4921899914935,2
Štepná,247.48190555702865,1
K Lodenici,247.2541408755561,1
Pestrý rad,247.11347417654997,1
Tehlová,247.04402021797333,1
Stará baštová,246.94358205458917,3
Slov. národného povstania,246.68738784116692,1
Ku píle,246.55254264194485,1
Hradbová,246.53953760102243,3
Rúfusova,246.51423894947962,2
Misionárska,246.41866585277006,2
Cirovská,246.2997133299292,1
Pri Starom potoku,246.27693467717467,1
Cezpoľná,246.18770283853604,1
Kúpeľné námestie,246.01266562719826,3
Zborovjanova,245.95506548770874,2
Csokonai utca,245.79404584482845,1
Podtureň,245.74128089895976,1
Fodorová,245.73729129416955,1
Žabárňa,245.68855214280825,1
Na trávnikoch,245.68810924088652,1
Hrabovinská,245.65860322150493,2
Bokorová pust.,245.56145521098117,1
Ondrejova,245.5067756700612,2
Do Schroniska,245.48041095026997,2
Stoklasová,245.46844017194093,2
Talichova,245.46728699027983,1
Gamota,245.46418455960892,1
Havla Husára,245.44271209840116,1
Cesta družby,245.43565905751692,1
Koprášsky tunel,245.38046679249894,1
Veľké trávniky,245.25223167114385,2
Trajánova,245.230821460441,2
Dr. J. Gašperíka,245.1981075762298,1
Richtárovský banský vodovod,245.1533426189707,1
J. Volka Starohorského,245.04672030600668,6
Medveďovská cesta,244.93361886321907,1
Nižedvorská,244.92758522129083,1
Priehonská,244.91017111964362,1
Lajosa Kossutha,244.84571013739935,1
Kútna,244.82227536151348,1
Ústavná,244.77712111468503,1
Sever,244.6793677247717,2
Laurotová,244.59716281514054,2
Olšavská Dilkoš,244.5109843975236,1
Pod kopaninou,244.3751086006732,2
P. M. Hnilicu,244.344888356223,1
Farma Hradisko,244.33122941250264,1
Senderov,244.30155378002303,2
Prímoravská,244.06364193161272,2
Cesta na vŕšku,244.04129076161644,3
Černákova,244.03683023989439,1
Plochá,244.00450758744168,1
Sklenný vrch,243.99777091768274,2
Přerovská,243.99634754549575,1
Bočkayho námestie,243.93146936516288,1
Kubáňovka,243.83063608132207,4
Pod vŕšky,243.6755100209674,1
Republikánska,243.6004385910383,1
Na štrkovisko,243.59592045793522,1
Júliusa Nemca,243.41536772990878,1
Na Glavici,243.40986528496651,2
Na mýte,243.24476299286977,3
Čáklovská,243.2237062425906,3
Daniela Krmana,243.21601620360394,2
J. Vargu,243.19771578313396,1
Michala Bučiča,243.11883174849504,2
Čenčice,243.113277285538,2
Na Jamách,243.11022498306082,1
Krivín,243.09244285533677,1
Sv. Klimenta,242.993303422099,1
K Spúšťu,242.96249152150918,1
Futbalová,242.917545453703,1
Világhyho,242.73766632878716,1
Piesková baňa,242.67827971004115,3
Ku Kremni,242.64387578109316,1
Ďurička,242.64210508850798,2
Za Parkanmi,242.58968996919705,1
Kapitánova,242.52252743352835,2
Malináreň,242.49363132472416,3
I. čsl. brigády,242.4122714590031,1
Námestie Sv. Štefana,242.3871125322605,1
A. F. Langa,242.31916955225245,1
Na Erende,242.16436796309486,2
Galgovecká,242.15655723776248,1
U Duba,242.02927427303342,1
Mánesovo námestie,241.9917969284987,3
Sušinky,241.8562914163889,1
Dubovská ulica,241.67538583504103,1
U Dzurákovcov,241.66910705226303,3
Šivov breh,241.64698294395419,3
Poloninská,241.6156662161171,1
Pod Ostriežom,241.55458650224233,1
Novodvorská,241.40250857395634,2
zvierací koridor,241.34616710547144,1
Újföldek dűlő,241.26820710137082,1
Viktora Tegelhoffa,241.13902557908332,4
Na Lúkach,241.10321681699074,1
Essenská,241.0740580043622,1
Dr. Jánskeho,241.00919408467013,1
Alšavská,240.90133666621716,1
Szabadság liget,240.62011497408733,1
T. Ševčenku,240.4247863813966,3
Ernsta Wiesnera,240.24551734600442,2
Kradlov,240.23068905567766,1
Druidská,240.21240400223587,2
Andovská rovina,240.17463098682126,1
Baracerská,240.14589493235155,1
Kveta,240.06181710760399,1
Feniklová,239.95971695770558,3
Delevarová,239.89658127671322,3
Orná,239.74871602383968,1
Palínska,239.66318841327848,3
Jevjakova,239.65810740486157,1
Mladoboleslavská,239.55518091274618,3
Na Tisovec,239.54103257760104,1
Na vinici,239.4650059503515,4
Parkova,239.4378387517434,4
Jegorovovo námestie,239.4290179393891,2
Svätého Ladislava,239.19383266451476,1
Grófa Antala Sztárayho,239.17929590581392,1
Pálenice,239.16050568047112,2
Vyhnianska cesta,239.13375195583257,1
Ruskinovská,239.09300251671107,1
M. Šimonoviča,239.02438130195256,1
Vnútorný Červený breh,238.9725151963828,1
Daniela Licharda,238.94326337579827,1
Pri zastávke,238.89458888511052,2
Pod Orešinou,238.87173607477862,1
Hrb,238.79517600743273,1
Palóc utca,238.70722798737322,2
Jedenásta,238.59460933876272,1
Kpt. Šmála,238.52566132269772,1
Pri Lesíku,238.46232453769716,1
Lipový park,238.43683352234194,3
Gustáva Hermanna,238.42377279235944,3
Nemecká dolina,238.41904182771972,1
Záhajné,238.38641185011068,1
Klariská,238.3609787422767,5
Dúbravka,238.35500159426135,1
Kufajka,238.29935356739756,1
Anjelova,238.21614392969371,1
I. Stodolu,238.19452591367047,1
Malokapušianská,238.15834243390276,2
Móra Jókaiho,238.13272388537126,1
K Mrázovej doline,238.09440226133393,1
Barbušova,238.00823088122144,1
Vodárska,237.97649076270102,1
Besnyeiho,237.9062671080611,2
Lipové námestie,237.77871890781586,6
Tanácsház út,237.67992135126298,1
Gólyásová cesta,237.5388824822079,1
Lipského,237.51702408587096,1
Feketeova pažiť,237.4630452832391,2
A. H. Gavloviča,237.44726745962845,4
Pivničný rad,237.392489056994,1
Hradné údolie,237.28978050467236,4
Kaméliová,237.22888343309342,2
Imeľská,237.20102122081366,4
Bárdyho,237.1145896332564,1
Gutgeselova,237.0584478249696,1
Gy. Thúryho,237.04967960875828,1
Drevný trh,237.00524808494094,3
Súhradná,236.94360181391008,2
L. Sáru,236.8160815934207,2
Dedičná,236.81597084924258,1
Júliusa Szabóa,236.78045630915574,1
Malokrasňanská,236.7576285088316,5
Logistická,236.60867409777546,1
Na Kŕčoch,236.50534340940592,1
Eleny Maróthy-Šoltésovej,236.43520589218826,2
A. Masarykovej,236.4328353745412,2
Kochova,236.2804876748764,1
Nové Grunty,236.20779447215773,2
Lukáčova,236.10170339343657,1
Mons. Konštantína Loju,236.0839165440754,2
Zinková,236.06079484629146,1
Sádek,235.9771576239244,1
Barcová,235.9165505844328,1
Ľ. Kukorelliho,235.81123381878933,2
Oceliarska,235.7779163148415,3
Izrianská,235.71644352876478,1
Verbovčík,235.6682972210435,1
Za Štetinom,235.33934994524762,1
J. Damku,235.3364148467828,1
Jurigovo námestie,235.32776168218714,6
Matildy Pálfyovej,235.3024377889834,2
Gladkova,235.28942341732207,1
Otrubnica,235.28418858116348,1
Biskupa Gojdiča,235.14403452379827,4
Svahová,234.88703910537924,1
Pri starom mýte,234.74224104311736,3
V uličke,234.58832387499996,2
Szent Kinga utca,234.54942531078188,2
A. Petőfiho,234.49983539286634,2
A. Bážika,234.44815415657177,1
Ku hájovni,234.40578925882107,1
Za kúpaliskom,234.39468532395463,1
Františka Kubu,234.28743356879235,1
Desiata,234.28461111491362,2
I. Zsilinszkého,234.10008021454345,1
Antona Kropáčiho,233.99276362053936,1
Joóbovský priechod,233.95905652831578,1
Rudavná,233.9438296207353,1
Moyšova,233.79914441682558,2
Jána Náhlika,233.7743911604722,1
Dubičie,233.71514867065412,1
Pilárikova,233.70597531381316,5
Námestie sv. Františka,233.59034424332975,3
Modricová,233.56250874763316,3
Smotanová,233.52054833756756,1
K zvonici,233.49554911606427,1
Ku Kúrii,233.47734812773598,1
Hranovnické Pleso,233.4758439864405,1
Bohrova,233.40618138574467,3
Pod Glavicou,233.3797109781709,1
Komenského sady,233.1690187235275,3
J. Korbeľa,233.06610751899518,2
Za Hronom,233.06405520440086,3
Jaderná,232.98849015230186,2
Zelk Zoltán utca,232.9603217874755,1
Viscosa tér,232.94474443697635,7
Šťastného,232.7182317924902,3
Vápenná,232.6760743951698,2
Juraja Palkoviča,232.6260812384655,2
Umelecká,232.51520678704685,1
Jozefa Ignáca Bajzu,232.4350888815607,2
Vôdka,232.32256765951533,3
Pri skladoch,232.24864905017648,1
Hoštínska,232.0894174334324,3
Járkova,231.9605290128731,1
Ďuriháj,231.93687084081304,1
Záhradkárska osada Vodár,231.87972543846308,2
1. Mája,231.6731261858861,1
Hrubá ulička,231.5614634726077,1
Starý stracajúci sa chodník,231.5287980030768,1
Jána Ursínyho,231.26634381515126,3
Miléniová,231.1049826859308,2
Pod Halmou,231.07070004801432,2
Dunajská cesta,230.96615829555327,1
Sedlišťská,230.93870358904476,2
Ľudovíta Janotu,230.85895929396173,2
Dlhý dvor,230.82521410002948,1
Oleandrová,230.4126768606691,1
T. Milkina,230.37097465529624,2
Ľubietovská,230.28581540444037,1
Na vrchnú horu,230.27746988304165,1
Gaceľovská,230.25025057131631,3
Wilsonova,230.23526803188525,1
Ivana Dérera,230.21664292892973,1
Domoviny,230.1887207722641,1
Sv. Vincenta,230.16826754906512,2
Števikova,230.12241505598718,1
Hergottova,230.07320660165237,4
Svätovojtešská,229.8393728271167,2
Jána Kanku,229.78821330529814,1
Bagókői út,229.7131012142022,1
Bayerova záhrada,229.68126433877578,2
Námestie Padlých hrdinov,229.59322356736368,1
Červeňákova,229.57621992363264,1
Zajarčia,229.40328286367594,2
Antona Floreka,229.26327710108984,2
2. alej,229.23394050439222,1
Stužková,229.20893598610988,1
Lavotta János utca,228.95828602480012,1
Záhradková,228.86894730882454,2
Sedliacky priechod,228.83187438856183,1
Špety,228.76755705093944,1
Petra Mendela,228.67508899333413,1
Dévér utca,228.63336548805904,1
Obrátka,228.60489549809154,3
Dr. C. Daxnera,228.60252002257062,1
Dominik,228.52098951519355,1
A. F. Kollára,228.4695771705801,3
Gromovova,228.35540804289184,1
Pod Sidorovo,228.30074226616165,3
Rynias,228.26177969979722,1
Vranní lúžok,228.23441716644643,1
Floriánova,228.22287425904256,4
Kalista Orgoňa,228.18168435819632,1
Na Kope IX,228.17858641499896,1
Dolný Irtáš,228.16909665927284,1
Trinásta,228.1344831902671,2
Brotky,228.06945891198578,1
Ku Železnej studničke,227.99300167704865,2
Námestie Bélu Bartóka,227.9552554055391,4
F. Švantnera,227.92940675861865,1
Cesta aradských mučeníkov,227.75727512539,1
Sláviková,227.72540182748315,3
Galohrb,227.70947859671094,1
Námestie Štefana Šmiheľa,227.669087656144,1
Ošarpance,227.6382053205279,1
Farkašínska,227.58109912630667,1
Na štadióne,227.5144433024327,1
Na Ožnici,227.43936745313593,1
Bihari utca,227.40704564532564,1
Za bytovkou,227.34998060124812,2
Purpurová,227.24142039318338,1
Vichtova,227.21375069494093,1
Ovocný sad,227.12088336845764,3
Bodnárova,227.09830956207347,1
Skalická,226.8783189114468,2
Cibická cesta,226.820937565971,2
Za školou II.,226.7025622903941,1
zvierací chodník,226.59276310927484,1
Na Trojak,226.44843203765862,2
Šustkov-Jedličník,226.42670252120297,2
Kurucova,226.41967162377728,1
Nižovecká,226.35218670660618,2
Záborská,226.2358763828113,4
Lutherovo námestie,226.1924653592833,2
Zeleného stromu,226.1182341055008,2
Stanislava Bíroša,226.11148706452255,5
F. M. Dostojevského,226.09344970026828,1
Námestie A. M. Chmeľa,225.92696084064994,3
Hlavná Cesta,225.84224955681884,1
Veterná osada,225.76464583306364,1
Druhá za parkom,225.69640584076362,1
Petrušovského,225.6395346061829,3
Lopúchová,225.6206581181365,3
Barkocziho majer,225.55032452324005,1
Dlhé diely II,225.47446285378695,2
K lipovej aleji,225.43915298383922,1
Pramenná,225.36332044230053,1
Iváčka,225.3598186981211,1
Mudroňovská,225.3090486316893,1
Námestie Maratónu mieru,225.2181247340559,5
Matúša Trenčianskeho,225.21749093154386,3
Pažitská cesta,225.02893821902336,2
Skalník,225.01071660364548,1
Sigôtky,224.9640296923612,1
Schmidtova,224.8755706363214,1
Mravečnica,224.80387492494285,1
Hviezdná,224.78975590648218,1
Parenicová,224.68978405380994,1
Gábrišova,224.59281985186735,2
Úžiny,224.47116064637157,1
Godušova,224.45344597135806,1
Savina,224.337218423185,1
Albertov dvor,224.19733413288992,2
Františka Papánka,224.13315393766666,2
Prowazekova,224.13196481907028,1
Járóka Sándor utca,224.10823028656145,1
A. Mamateja,224.05548997817746,2
Jablonecká,224.05316374053407,1
Račia,223.99333214890288,1
Omšová,223.89266044978982,1
Tujová,223.81635074904287,1
Fakľová,223.75263006868317,1
Svätovavrinecká,223.66391802305216,2
Rovňanova,223.6577758857311,2
Námestie Antona Kadnára,223.60751482048124,2
Veslárska,223.57245275033614,1
J. Gramantíka,223.43135875301823,1
Farské schody,223.13246385659127,4
Do majera,223.09048844474552,3
Zelená alej,223.0301380699226,2
V Luhoch,223.02081655280978,1
Václava Honzu,222.94727945812392,2
Dekr. Matejovie,222.82088215708157,1
Ruttkayovská,222.79830558359572,1
Brakošova,222.74785606147395,1
Ribayova,222.74335396757914,2
Vodomeračská,222.67681513549047,1
Rybáričia,222.5612520913646,1
Na Fľak,222.55544072243572,2
József Attila,222.45511666971052,1
J. Čvíkotu,222.40067178681278,2
Do Medzilužia,222.33282449225936,1
Ku Pieskam,222.14144635424648,1
Púšť,222.0835448448754,1
Vratičová,222.06668063145676,2
Bankovská,221.85350477542704,1
Via Ferrata HZS - ľahší variant (B),221.81270201015533,1
Korytá,221.78889926173224,1
Kameničný lán,221.7873321999207,1
Mateja Tučku,221.69684587180365,1
Pod Rovňami,221.52527511487304,1
Kosovo,221.47821580380761,1
Vinohrady Čierne Kľačany,221.4591844693123,1
Babinec,221.4433028960853,1
Turianska,221.42761836492886,1
Štrkovecká,221.397791220527,1
Saradská,221.33585413026788,1
Pri Bystričke,221.28351826973486,5
Čiernomorská,221.2650404952264,1
Pod búdou,221.2618565313834,1
Grossova,221.25038754790074,1
Pod Kamencom,221.21338221372983,1
Dr. Petra Zaťka,221.1934272272831,1
Ludwiga Angerera,221.08823069533736,1
Antona Kršáka,221.03913571748618,1
Pod krížom,220.94226520736703,3
Gabčíkova,220.91904359099635,2
Hnedá,220.8673279438653,2
Malé Pálenisko IV,220.8366052472308,1
Do Charvátov,220.81389200784278,1
Gunduličova,220.72903492922813,3
Jána Fabu,220.64991247015445,1
Na Lipovec,220.5787352694194,1
Stará tajná,220.54217891058363,2
Móra Krausza,220.48966298962068,2
Gy. Klapku,220.35999151937062,1
Kálov,220.28661124947652,4
Na medzi,220.24973423275637,1
Na Žiari,220.17538260139867,1
Andreja Chudobu,220.1231192934818,2
Na farskom,220.1181950632551,1
Saulakova,220.1044370140611,2
Strojárov,220.02468315047577,1
Mirov chodník,219.99218760624248,1
A. Ďateľa,219.93486437758486,1
Gen. Ivana Institorisa,219.79900941190272,3
Ochotnícka,219.76669888373027,2
Vajanského námestie,219.73019681663862,6
Romualda Zaymusa,219.55064102511506,5
Horolezecká,219.5213391280028,1
Na Novoť,219.50397458051373,1
Nový záhon,219.46282992667605,2
Gettingova,219.35665765555078,6
Kereszt köz,219.3328000857973,1
Dobronivská cesta,219.2318809504032,1
Bachingerovka,219.21821334786424,2
Na Plave,219.13004404191133,1
Na Žliabku,219.07880730995092,3
Transformátor,219.04468158162197,3
Pod Dubcom,219.00853807447646,3
Pri škole,218.95994164725582,1
Kyselica,218.9551986086597,1
Břeclavská,218.8470103306925,2
Námestie sv. Vendelína,218.83368074480325,2
Na žiare,218.6528275450488,1
Pod Lánom,218.64138191077473,1
Schreiberova,218.6412007027327,1
Františka Gyurkovitsa,218.63793756027235,1
Kilič,218.59086134764934,1
Zöldfa utca,218.57544658897478,1
Cíbove Dvory,218.56849442715034,3
Jána Stražana,218.51515842421784,1
Surfistická,218.4408879625787,1
Priečne sedlo (A),218.28789052917298,1
Dankovského,218.1938946181696,1
Palenica Białczańska,218.12874211338527,4
Sumbalova,217.9922419048953,1
Čmeľovec,217.97555375512115,2
Františka Klimeša,217.96344549185147,1
Uránová,217.80626521383223,3
Pod Hrbom,217.79749858481486,1
Révaiovská,217.69472262337385,2
Kaspická,217.65700782807377,1
Joachima Gabora,217.6044416836793,3
Pavla Hlbinu,217.54210209167016,1
Amarelková,217.5240991653302,2
Alešova,217.46385955740664,2
Peniažky,217.40187661205456,1
Na Hrádok,217.34964797715915,1
Most Matúška,217.30885529485323,2
Stránska,217.1355569991158,3
Komorova,217.00828177902397,1
Sídlisko Platan,216.95559584128708,1
Zadný dielec,216.93980529992157,1
Na Hrbe,216.91740360922984,2
Ku pieskam,216.84465262847098,1
Gliarska,216.83062296130225,1
Світла вулиця,216.77705569423537,1
Strečanského,216.69031053672543,1
Bandíková,216.6501393416682,1
Na Koleso,216.60308830484632,1
Špitálska ulička,216.56370985157886,1
Kpt. Žalmana,216.56051604379758,1
Námestie J. A. Baťu,216.5292348624794,2
A. Mamateya,216.50938030177446,1
Eszterházy,216.49164993520142,1
Tibora Kružliaka,216.47741579615524,1
Imre Madácha,216.42966493904459,1
Jána Kalinku,216.39413525015783,1
Kalvínske námestie,216.30171313874047,5
Lipová ul.,216.28574877281972,1
Borbisova,216.24604864644593,1
Dolnopotočná,216.12507880517552,2
Povoznícka,216.1044704471837,1
Majstra Pavla,216.05095356229762,1
K parku,215.97225895559833,1
Žarnovova,215.88686765142813,1
J. Martinčeka,215.70976853755388,1
Jeana Sibelia,215.7047427175434,1
D. Maróthyho,215.6924730834662,1
Kňažské,215.58850866278584,1
Na stráňach,215.440796122586,1
Májové námestie,215.43590453212482,1
Dr. V. Clementisa,215.32464083519073,1
Do Trávnika,215.07170512305333,2
Korčekova,214.91989413280731,2
Štefana Tučeka,214.85004835447316,1
Gluštíkova,214.83468001093217,1
Starozámocká,214.78043861733605,2
Jozefínska,214.72803970719642,1
u Floriána,214.67460486070394,1
Pavla Blahu,214.65099021570978,1
Výhony,214.61012828982774,1
Jozefa Brunsvika,214.49193811147074,1
Cibislávska,214.4431316854322,2
F. Malovaného,214.44212184789131,2
Šiškova,214.42038549196326,1
Hanzlíčkova,214.41483288691362,1
Primaciálne námestie,214.40887204616595,4
Beličkova,214.3505198685568,1
Polianska,214.28032425098584,1
Móroczova,214.1219898534112,1
Vladimíra Roya,214.06536962363796,1
Rôšt,213.9737738988644,3
Haviarska,213.94737092874746,2
Petra Zgútha Vrbického,213.91610393515447,1
Medzi ohradami,213.88220879480417,1
Kaltsteinova,213.78094250896473,1
Námestie svätého Martina,213.763742172254,3
Darányiho,213.6715678677131,1
Breznická cesta,213.66282670209125,2
V. Šrobára,213.60505049410892,2
Karola Andela,213.59977207813017,2
Jerichova,213.50339834561962,2
Vinica 3,213.49125243572965,1
Pod slivkami,213.38706175571164,4
Zobová,213.35752802273066,1
Coboriho,213.35540861671865,2
Timoňská,213.35083656921574,3
Baraniarky,213.3503729550546,1
Klačník,213.32135915846064,1
Traktorová,213.28702348418008,1
Pod orechom,213.26776179269504,1
M. S. Trnavského,213.1974029537085,1
Koreňová,213.11496791470972,1
Bukovská cesta,213.09465766453286,2
Krompecherova,213.06634883187385,1
Višňové záhrady,213.05837820061353,1
Vinohrad,213.0344478686843,2
K Belej,213.00550529808035,1
Notárska,212.78690293758214,1
"František dedičná štôlňa, Ilijská vetva",212.69559610020494,1
Kežmarské námestie,212.64783781903176,1
Gen. Alexandra Kordu,212.62832037588655,1
Kostlivého,212.54873261285042,1
Námestie J. Murgaša,212.5254527823239,1
Juraja Ottlýka,212.3999616649332,2
Magnezitárov,212.3777022800666,1
Kožuchovská,212.28245168168615,1
Kukuričná,212.1819957138154,4
Červená cesta,212.17360878214768,2
Alberta Hubeka,212.14744945470343,1
Za starým cintorínom,212.0416674281379,1
Štefana Jaroša,211.96293675961485,2
Zdenka Mikulu,211.94407118370788,1
Bethlen utca,211.93966272407488,2
Invalidská,211.89866305047235,4
Koreničova,211.7813339349554,2
Brezový rad,211.62084331925735,1
Sokolíkova,211.56446517869387,2
Eugena Salzbergera,211.5233635423048,1
Valchovnícka,211.46619438532665,1
Námestie Vrbu a Wetzlera,211.37292266411737,5
Poza mukyňu,211.32866813479748,1
Klatovská,211.31767208694274,2
Vlašská,211.29327906486182,2
Szilvássyho,211.2748989346013,3
Aloisa Lutonského,211.2403456239887,1
Pod borovicami,211.23205437955352,1
Za koníčkom,211.21867514609085,2
Malženická cesta,211.1963794767149,1
Miloslava Hurbana,210.8621094286354,1
Pri barine,210.78280440072075,2
Trhovnícka,210.65540518544017,2
Kragujevackých hrdinov,210.6292742213604,3
Pri Greftoch,210.5794143942358,3
Františka Kubuláka,210.50245494443288,3
Andreja Cházára,210.20415151146773,1
A. Šindelára,210.0842189848168,2
Mliekareňská,210.0735463108399,1
Móricova,209.98372584741446,1
Černovská,209.97394217164543,6
Surovská,209.96079732786103,5
Gy. Alapyho,209.93050214846977,1
Drobná,209.88523196562807,1
Lányiho Huta,209.85913167433054,3
Ostredky I,209.84348238703154,1
Starohorská cesta,209.7996329092553,1
Na Štrkovisko,209.72286638644766,1
Györgya Tölgyessyho,209.57888563484488,1
Ambrózyho,209.44630605955473,1
Biringerova,209.4165267194128,1
Pod Dubovým dielom,209.40719312165663,1
Hrubá hrádza,209.31430734544924,1
Suchomlynská,209.2595071756553,4
Pri kolese,209.23353470555577,1
Pod háj,209.20743215814875,1
J. Kossányiho,209.1490932348948,1
Zádielska,209.11781349975493,3
Záhumnie II.,209.10345945563157,2
Ciroková,209.00824367702512,1
Kúpeľný Park,208.99759241210975,1
Nové záhrady III,208.89971659005909,2
Jána Jiskru,208.78757607860052,6
Alžbetin most,208.7823613943028,1
Krajná cesta,208.6698864661601,1
Rybárska cesta,208.61064639622512,1
Vodopády Hrabovská dolina,208.58004327298906,9
Korbelka,208.57596744018883,1
Jána Čajaka,208.5111806106405,1
Belső Zátony,208.50148489561042,1
Veľký hon,208.4711503439636,1
Badiaková,208.44706621580042,1
Letohradská,208.40018339882448,3
Bačianska,208.36867870516556,1
Za nemocnicou,208.34388308986743,2
Na brázdach,208.33291503388327,1
Lisovňa,208.27005727688436,2
Levél utca,208.25403232364198,1
Revolucionárov,208.20654579718916,1
Krásna lúka,208.08612849733322,1
Spúšťová,208.0106030871048,1
Vajano,207.74786440852097,1
Ladislava Batthyányho,207.73979052677248,1
Potocká,207.71963213697654,1
Ďurová,207.70773292476952,1
Horné Suroviny,207.55280412078758,2
Námestie Dr. V. Clementisa,207.54988711200224,2
Krupkova,207.500809122906,8
Jána Petiana-Petényiho,207.49376397173808,1
Zonpod,207.46090913309646,1
Hangyás,207.35658069349918,1
Vševlada Gajdoša,207.21327011081604,1
Žulová,207.18067639842775,1
Za Bocianom,207.15678831786533,1
Trnávska,207.1198665086164,1
Šándora,207.09368496532176,1
K lodenici,207.05809510832114,1
Námestie J. Dózsu,207.0532679508567,2
Pri vleku,206.97306736283335,1
Slnečná Stráň,206.94362630786506,1
Sivá,206.781572307623,1
Ventúrska,206.75346893378367,3
Kherndlova,206.71857428324853,1
Kačínska,206.69435951769037,2
Petra Karvaša,206.66788489307524,1
Márie Vladovej,206.5513553890898,2
Námestie mladosti,206.50607823011063,2
Danový  Úrad,206.4926844343414,2
Járok,206.35332560474882,1
Mrvečkova,206.21044045755255,2
Granitová,206.1868638050077,1
Na Bánik,206.04801947979067,1
Töltéssor,206.02622419853483,1
Pod Holým dielom,206.0183451736896,1
Medzierka,205.9698207609038,2
Ota Kožucha,205.9004113924031,1
Nižovec,205.8617075311625,1
Lipky,205.76291425342666,1
Nábělkova,205.73711441438363,3
J. Amosa Komenského,205.72580646139377,1
Požiarnícka,205.6573503580584,2
Ronay dolná,205.49516780803052,1
Sreznevského,205.4819955886804,1
Kultúrház út,205.25529478904,1
Jána Bielika,205.194799355752,1
Sugla,205.10522896344432,1
Kulačská,205.0994588267892,1
Csillagova,205.0113424664961,1
Nad Bangortami,204.94079315827503,1
Pod Huru,204.84609904390675,1
Mikuláša Štalmacha,204.78494161459363,1
Za kalváriou,204.75078290908849,1
Medzinárodného dňa žien,204.73276282586457,2
Bakova jama,204.7148619080388,1
Bodliaková,204.6551849819826,1
3. alej,204.59574805586107,1
Pri majáku,204.51094691313165,2
Hruny,204.36341384613087,1
Považský breh,204.13302092713428,2
Knézich Károly utca,203.97980235433735,2
Na rínku,203.87390756490117,1
Dolný diel,203.8356376939184,3
Karola Salvu,203.83070566560178,2
Za sýpkou,203.49747325557738,1
Dr. Kostlivého,203.40372218343282,3
Zálužská,203.3953519700373,1
Chabenecká,203.3828113152556,2
Daniela Ertla,203.34836019080782,3
Kengyelská,203.33315869066791,1
Magdalény Zai,203.31310802748123,1
Starosaská,203.1372120452702,2
Gen. Nosáka,203.11854037205765,1
Chytrý chodník,203.02231289201325,1
HopHop,202.98563239843315,1
Nixbrod,202.87086475394554,1
Karola Ježíka,202.84973153806277,1
Pod Vitalinou,202.8300947770339,1
Popri zvonici,202.8111285051987,1
Táborisko,202.77050488471713,3
Irinyi János utca,202.6437904109996,1
Námestie S. H. Vajanského,202.5933007702527,1
Vladimíra Kunu,202.58872050270062,1
Hadriánova,202.53908337034085,2
Fischergasse,202.45463616665631,1
Šnajdrovská,202.44899789879852,1
Löfflerova,202.43363178097013,2
Na Skalke,202.26787668667131,1
Tölgyes utca,202.25484254734153,1
J. Pauleho,202.18146427695407,1
Pri vagovni,202.01731440211861,1
Alexandra Alagovicha,201.95063799236368,2
Peterklínska,201.76384179888197,2
Konevova,201.75697247881152,2
Székelyudvarhelyská,201.72702273254734,1
Kazinczy Ferenc utca,201.59605605933695,1
1.máj,201.56754462194291,1
Biskupa Majera,201.44396190588586,1
Matej,201.39138640274942,1
Pri sídlisku,201.37778842729455,1
Strelnícka,201.26847840257582,1
Brekyňská,201.23481410099066,1
Ruská,201.2288258723547,1
Zajačky,201.20828651181097,2
Petra Straku,201.19665630728252,1
Čanianska,201.1865020242427,1
Za farskou záhradou,201.18024724505307,1
Na Dubovú,201.148586565138,1
Ing. Straku,201.12087221601115,1
Bordová,201.0576907416868,1
Ponická,201.05427569636475,4
Bošániho,201.04847915450276,1
Š. Kunu,201.0448028618205,1
Rovienka,201.02015518730568,1
Žibrická,200.94049783200592,1
Dr. Mašurku,200.91971334796025,1
Námestie Tuhárske,200.84585139163767,1
Papánkovo námestie,200.8348710699259,4
Na Tále,200.7988617510046,1
Lipiny,200.68796661123943,1
Bezerédj utca,200.67731048280928,1
Savignonská,200.60099319178036,1
Prieložná,200.57984277571018,1
Becskedská,200.53044517611556,2
Godrova,200.47978502092508,3
Cyprušteková,200.44259714536423,5
Ku Gederu,200.2626294516946,1
Šoproňská,200.25329375773862,1
Šestnástka,200.06482209478946,1
Námestie protifašistických bojovníkov,199.94062365513838,3
Boťanská,199.9342755163455,1
Alfonza Gromu,199.88594593024158,1
Ringló utca,199.8725622250181,1
Mórica Beňovského,199.75813041024207,2
Hodálova,199.32932204966306,2
Hradecká,199.2903858301816,1
Pri rieke,199.2711761615419,3
Eleny Lackovej,199.18472180361493,3
Kalinova,199.1342535846087,1
Čerešňová aleja,199.10756372015135,1
K priehrade,199.02834925083772,2
Košťova,198.91352351227223,2
Ladislava Hanusa,198.75519793642414,1
Za Žabkov,198.71737532497275,2
Na Hradách,198.52315573202372,1
Tomášika Dumína,198.52106091797458,1
J. J. Boora,198.2239446898721,1
Košiarna,198.06153475764012,1
Pod Borím,198.01635295373654,3
Podlužie,197.96461252487023,1
Bocianova,197.89227415282153,1
Orlova,197.86388780356415,5
Svätozára Hurbana Vajanského,197.84699159137836,1
Prof. Ondroucha,197.8313937306045,1
Michala Verešíka,197.72177964536155,1
Hyacintová,197.5452095887698,1
Miloša Krna,197.3935645330477,1
Š. Petruša,197.36508587670644,2
Olašákova,197.22793335812486,1
Na gruntoch,197.02230507198726,1
Na Jankovskom,196.86470849258743,1
Szakkayho,196.84837197283176,3
